,id.bioguide,handle,name.official_full,bio.gender,type,party,district,district,inc_ran,inc_won,had_challenger,inc_party,winner_party,runnerup_party,runnerup_votes,winner_votes,week1,week2,week3,week4,week5,week6,week7,week8,week9
376,P000611,reppoliquin,Bruce Poliquin,M,rep,Republican,ME-02,2.0,1.0,1.0,1,R,R,D,"159,081","192,878",4.41976,0.7711691,5.594752,1.663265,-0.59611085,1.94828,1.53809,-0.00983662,
377,M001194,repmoolenaar,John R. Moolenaar,M,rep,Republican,MI-04,4.0,1.0,1.0,1,R,R,D,"101,277","194,572",1.7047,9.44767,,-0.55353586,,0.909836,,,
378,B001293,repmikebishop,Mike Bishop,M,rep,Republican,MI-08,8.0,1.0,1.0,1,R,R,D,"143,791","205,629",-3.0948175,2.72759475,11.32276,8.85399144,1.76801333333,1.092025,1.57482066667,8.1385,7.47268333333
379,T000475,repdavetrott,David A. Trott,M,rep,Republican,MI-11,11.0,1.0,1.0,1,R,R,D,"152,461","200,872",,,8.7149,,,,0.00160328,0.75,
380,D000624,repdebdingell,Debbie Dingell,F,rep,Democrat,MI-12,12.0,1.0,1.0,1,D,D,R,"96,104","211,378",-20.873194,-6.21488,-15.0498051633,-22.8072136667,-2.68474,-0.92,-4.07993366667,-27.50754,-30.7778
381,L000581,replawrence,Brenda L. Lawrence,F,rep,Democrat,MI-14,14.0,1.0,1.0,1,D,D,R,"58,103","244,135",-28.3832356667,-308.088,-18.40287725,-32.2486866667,0.698665,-43.500575,,,-0.8116335
382,E000294,reptomemmer,Tom Emmer,M,rep,Republican,MN-06,6.0,1.0,1.0,1,R,R,D,"123,008","235,380",1.28128204333,14.2285686667,1.308473405,0.746148,1.825336,1.72508133333,5.351245,6.220204,7.8399455
383,Z000018,repryanzinke,Ryan K. Zinke,M,rep,Republican,MT-AL,0.0,1.0,1.0,1,R,R,D,"205,919","285,358",1.436579622,1.6816428165,0.7152143,0.929032,,,,0.541437433333,1.93878
384,R000603,repdavidrouzer,David Rouzer,M,rep,Republican,NC-07,7.0,1.0,1.0,1,R,R,D,"135,905","211,801",,0.774211,,6.346995,4.003875,10.2422,5.478405,2.55556,1.17055
385,M001193,reptommacarthur,Thomas MacArthur,M,rep,Republican,NJ-03,3.0,1.0,1.0,1,R,R,D,"127,526","194,596",5.31686666667,9.99311533333,4.58148866667,3.90335725,5.41407,4.5655925,3.0714556,1.7037,1.0746305
386,W000822,repbonnie,Bonnie Watson Coleman,F,rep,Democrat,NJ-12,12.0,1.0,1.0,1,D,D,R,"92,407","181,430",-50.781084,-55.518636,-64.7707,-59.5860525,-2.787722,-7.18585,-57.6422,-22.26295,-0.862385
387,Z000017,repleezeldin,Lee M. Zeldin,M,rep,Republican,NY-01,1.0,1.0,1.0,1,R,R,D,"135,278","188,499",0.00384,1.36235233333,0.954248,,,,,,
388,R000602,repkathleenrice,Kathleen M. Rice,F,rep,Democrat,NY-04,4.0,1.0,1.0,1,D,D,R,"126,438","186,423",-31.05868,-37.666981,-14.601605,-13.7702575,-14.3055125,-31.863736,-19.386372,-15.9034625,-32.3911233333
389,S001196,repstefanik,Elise M. Stefanik,F,rep,Republican,NY-21,21.0,1.0,1.0,1,R,R,D,"82,161","177,886",2.893556,10.2358883333,4.07505333333,2.287085,1.53478,1.2444645,1.3016304,1.221765,1.1187978
390,K000386,repjohnkatko,John Katko,M,rep,Republican,NY-24,24.0,1.0,1.0,1,R,R,D,"119,040","182,761",1.4709545,,4.45,1.06429,2.060575,0.909836,,,
391,R000604,reprussell,Steve Russell,M,rep,Republican,OK-05,5.0,1.0,1.0,1,R,R,D,"103,273","160,184",,,,,,,,,
392,C001106,repryancostello,Ryan A. Costello,M,rep,Republican,PA-06,6.0,1.0,1.0,1,R,R,D,"155,000","207,469",0.64924875,6.86163,-0.6659385,1.65762,0.506929,2.34960333333,2.9090175,3.86111,1.13861
393,B001296,repbrendanboyle,Brendan F. Boyle,M,rep,Democrat,PA-13,13.0,1.0,1.0,0,D,D,NONE,0,"239,316",-1.630106,-7.58792833333,-2.0699352,-6.5473575,-3.7856,-3.99236566667,-1.1919196,-19.4830166667,-1.43550233333
394,R000601,repratcliffe,John Ratcliffe,M,rep,Republican,TX-04,4.0,1.0,1.0,1,R,R,L,"29,577","216,643",3.748715,2.9647175,2.82355266667,15.4678875,-0.0191668,5.57119,1.11731,14.9147666667,34.01508
395,H001073,hurdonthehill,Will Hurd,M,rep,Republican,TX-23,23.0,1.0,1.0,1,R,R,D,"107,526","110,577",8.98279,9.01522285714,9.27826571429,8.76904571429,9.99080428571,7.11775142857,6.10701,6.16520285714,3.46067
396,B001291,repbrianbabin,Brian Babin,M,rep,Republican,TX-36,36.0,1.0,1.0,1,R,R,G,"24,890","193,675",2.600034,6.18018,0.9222855,4.932613,1.03478,0.993688,0.154166,0.912281,7.8411215
397,L000584,repmialove,Mia B. Love,F,rep,Republican,UT-04,4.0,1.0,1.0,1,R,R,D,"113,413","147,597",3.96029883333,3.201824,5.565685,9.7951725,2.0426,1.360042,1.65271,0.869231,
398,B001292,repdonbeyer,Donald S. Beyer Jr.,M,rep,Democrat,VA-08,8.0,1.0,1.0,1,D,D,R,"98,387","246,653",-23.8526714286,-66.5134471429,-14.846734,-10.5374638571,-15.0021328571,-28.29554,-24.389584,-16.2268614286,-25.7908866667
399,C001105,repcomstock,Barbara Comstock,F,rep,Republican,VA-10,10.0,1.0,1.0,1,R,R,D,"187,712","210,791",1.86097357143,2.48829733333,1.38039728571,1.17947483333,-0.188811,0.92419875,1.06167533333,2.211808,1.92724
400,N000189,repnewhouse,Dan Newhouse,M,rep,Republican,WA-04,4.0,1.0,1.0,1,R,R,R,"97,402","132,517",1.37474,2.310694,2.21728666667,2.10714,2.508405,1.09709,17.6733,9.260145,2.10726
401,G000576,repgrothman,Glenn Grothman,M,rep,Republican,WI-06,6.0,1.0,1.0,1,R,R,D,"133,072","204,147",2.79424,,1.18058333333,31.2619,0.739611,,2.33333,27.765,
402,M001195,repalexmooney,Alexander X. Mooney,M,rep,Republican,WV-02,2.0,1.0,1.0,1,R,R,D,"101,207","140,807",-3.4198062,-0.304219,1.71765933333,-0.0138842666667,1.81356,,1.02857,,1.0746305
403,J000297,repevanjenkins,Evan H. Jenkins,M,rep,Republican,WV-03,3.0,1.0,1.0,1,R,R,D,"49,708","140,741",-1.37229,5.48786,,0.929032,1.03478,0.909836,1.17822,0.869231,1.13861
404,W000819,repmarkwalker,Mark Walker,M,rep,Republican,NC-06,6.0,1.0,1.0,1,R,R,D,"143,167","207,983",4.54513125,9.684375,2.6328206,1.48812325,1.01397333333,4.814865,2.1195,-2.31462366667,7.030302
405,D000625,repdandonovan,Daniel M. Donovan Jr.,M,rep,Republican,NY-11,11.0,1.0,1.0,1,R,R,D,"85,257","142,934",1.095444,1.8893884,2.46402,2.73117175,2.05159,1.885913,2.33334,34.6748666667,3.47872
406,K000388,reptrentkelly,Trent Kelly,M,rep,Republican,MS-01,1.0,1.0,1.0,1,R,R,D,"83,947","206,455",1.0059425,3.22075733333,,0.801587,1.81356,1.2302728,0.94337762,0.841508666667,1.2363066
407,L000585,replahood,Darin LaHood,M,rep,Republican,IL-18,18.0,1.0,1.0,1,R,R,D,"96,770","250,506",1.21113666667,3.51648085,,4.07761733333,0.243307,,1.009622,11.451855825,7.61239275
408,,candicemiller,,,,,,,,,,,,,,,1.678195,,0.0296569,-0.969076,,1.08696,,,
409,,cbrangel,,,,,,,,,,,,,,,-39.4343566667,-61.711175,-41.164824,-37.333904,-19.49034525,-32.6426424,-8.514975,-4.53695,-18.4588
410,,chrismurphyct,,,,,,,,,,,,,,,-10.588038,-42.5257383333,-4.71258857143,-4.56095714286,-6.45369833333,-18.425498,-17.7091425,-4.55987571429,-19.2308983333
411,,chrisvanhollen,,,,,,,,,,,,,,,-54.966055,-99.947165,-10.4795,,-13.2791,-3.83607,-0.720238,,
412,,conghuelskamp,,,,,,,,,,,,,,,3.18941,5.334424,9.78492,12.915598,10.034006,3.440394,8.91274,16.6057082,7.4087625
413,,corybooker,,,,,,,,,,,,,,,-45.880645,-4.2111669425,-10.52843122,-9.19176833333,-4.85467833333,-8.23936142857,-3.661115,-4.37139166667,-5.539673
414,,cynthialummis,,,,,,,,,,,,,,,0.94139,,-0.000331614,,1.69921,6.58254,2.96809,,6.29808
415,,eleanornorton,,,,,,,,,,,,,,,-0.548397666667,-103.856726667,-20.5549133333,-20.516311,-2.32136,-11.44163,-8.13047433333,-15.993942,-14.46809125
416,,grahamblog,,,,,,,,,,,,,,,,,,,,,,,
417,,inhofepress,,,,,,,,,,,,,,,,1.65101,,40.6679,,,,,0.0759917
418,,jeffflake,,,,,,,,,,,,,,,1.547759,1.84728433333,1.019619975,0.822770166667,-1.886997,,-0.503935,2.529937,8.911165
419,,johncarneyde,,,,,,,,,,,,,,,-40.971865,-7.26829,-10.9804,-0.66223,,,,,
420,,johncornyn,,,,,,,,,,,,,,,3.90583428571,4.05714533333,3.2353745,3.354876,3.0178075,5.6295476,4.949234,4.66647666667,2.0644865
421,,markwarner,,,,,,,,,,,,,,,-17.0736926,-39.4210775,-5.351112,-2.6731825,-1.63305,-16.3367333333,-11.78769,-3.8773175,-2.06316
422,,martinheinrich,,,,,,,,,,,,,,,-8.33973666667,-2.215294,-3.81881466667,-1.69395758167,-2.592655,-2.05151333333,-1.9440575,-1.803175,-5.11094333333
423,,maziehirono,,,,,,,,,,,,,,,-34.04503,-35.13,-0.905202,-17.2240933333,-4.48347,-4.800845,-8.50459,,
424,,mccaskilloffice,,,,,,,,,,,,,,,-1.73087,-30.37182385,-8.9328975,-2.1084975,-0.586722,1.78935333333,-0.857143,-1.6571925,-0.748092
425,,mcconnellpress,,,,,,,,,,,,,,,3.7176605,10.4020533333,-1.1219825,6.52826666667,0.90678,1.4345595,1.89659,1.9581045,11.8763
426,,pedropierluisi,,,,,,,,,,,,,,,,,,-1.04918,,-0.92,,,
427,,randy_forbes,,,,,,,,,,,,,,,,,,,,,,,
428,,randyneugebauer,,,,,,,,,,,,,,,,6.69974666667,,,,8.69566,1.05825,,
429,,rep_hunter,,,,,,,,,,,,,,,,,,,,,,,
430,,rep_janicehahn,,,,,,,,,,,,,,,-4.03617,-101.494743333,-34.026565,-57.2848,-1.69231,-1.82301,-1.9025,-2.45787,-28.1043
431,,repboustany,,,,,,,,,,,,,,,1.314222,0.571769,0.974576,9.514873,4.19265333333,,1.552931,0.796748,
432,,repbradashford,,,,,,,,,,,,,,,-1.33200342857,-0.859457142857,-1.23548633333,-1.65289,-5.73412333333,-0.0127521666667,-9.02155171429,-1.68808333333,-2.07550016667
433,,repchrisgibson,,,,,,,,,,,,,,,,,1.25,,,,,,
434,,repcorrinebrown,,,,,,,,,,,,,,,,,,,,,,,
435,,repcurtclawson,,,,,,,,,,,,,,,,-1.1656,,,3.88937333333,,,,
436,,repdold,,,,,,,,,,,,,,,3.40091428571,2.99362171429,2.83534983333,3.29454588,5.959971,1.953038,2.17609,3.19957,2.58455785714
437,,repdonnaedwards,,,,,,,,,,,,,,,-56.44879,-105.078647143,-63.2100157143,-57.5651942857,-37.8243333333,-53.0930671429,-27.95478,-42.72252,-46.0220314286
438,,repduckworth,,,,,,,,,,,,,,,-2.87244328571,-30.8147153333,-9.086106,-5.631834,-0.5963422,-3.64694333333,-2.78900266667,-2.491215,-0.6368835
439,,repfinchertn08,,,,,,,,,,,,,,,,7.4625115,,20.33164467,2.20613525,10.8463,4.7449,0.796748,
440,,repfitzpatrick,,,,,,,,,,,,,,,0.967105,,0.025,1.585715,,,1.02857,,1.069305
441,,repfleming,,,,,,,,,,,,,,,,3.95576,9.73685,31.2619,,3.26087,3.8665,,
442,,repfrankguinta,,,,,,,,,,,,,,,,2.88607,0.4748184,3.900565,,1.09709,,13.3235645,2.8401
443,,repgarrett,,,,,,,,,,,,,,,0.089041,6.5845,,,,,,,
444,,repgusbilirakis,,,,,,,,,,,,,,,1.31244333333,,,,,,1.89796,10.7116,
445,,repgwengraham,,,,,,,,,,,,,,,-34.1591698333,-9.42988,-1.3205806975,-2.00957775,-1.0,,,-2.67308666667,-1.50445
446,,rephardy,,,,,,,,,,,,,,,2.881545,10.322063,5.22993666667,3.146738,3.6788,3.31474166667,2.34272666667,4.37933025,2.3421875
447,,repjimmcdermott,,,,,,,,,,,,,,,2.65374,3.6031155,-68.6345,-1.3454685,0.651087,-0.00205981,,-1.96075,
448,,repjoeheck,,,,,,,,,,,,,,,0.757465666667,8.9252375,0.954248,1.378425,2.28095,0.978098666667,1.17822,0.843837333333,1.21569
449,,repjoepitts,,,,,,,,,,,,,,,1.7047,7.278476,6.46339,21.2858,2.87303666667,11.71112,6.67931,16.3370633333,
450,,repjohnkline,,,,,,,,,,,,,,,,,-0.384204,,,,,,
451,,repkirkpatrick,,,,,,,,,,,,,,,-1.31047833333,-5.084469,-9.4169525,-3.57215,-11.751425,-3.621416,-0.382118,-2.77265146,-0.6806467
452,,replindasanchez,,,,,,,,,,,,,,,-7.03938,-0.970588,-48.6747,-5.19844,,,-48.9317,0.408407,-63.40666
453,,reploiscapps,,,,,,,,,,,,,,,-33.196006,-45.494674,-2.3844825,-22.353045,-1.0,-29.50942,-18.3585175,-20.90466,-35.9949
454,,repmattsalmon,,,,,,,,,,,,,,,0.390071,2.465455,4.6782,24.574385,,,0.989362,,1.15957
455,,repmikehonda,,,,,,,,,,,,,,,-29.1321933333,-97.3387633333,-23.6539772,-2.4249848,-9.42386428571,-19.44412,-12.7034565,-31.43736,-27.7555836
456,,repmurphyfl,,,,,,,,,,,,,,,-38.16512,-1.890587,-7.87526766667,-3.6473936,0.749298428571,-11.5331091933,-29.0875215,-0.00421727,-32.8898566667
457,,repreneeellmers,,,,,,,,,,,,,,,9.5557755,14.2123683333,5.58965666667,10.6817925,17.6834033333,9.0957125,2.0807819,12.68976,5.8359
458,,repribble,,,,,,,,,,,,,,,3.31492,0.6508228165,4.174186,1.32837,2.298584,,5.53014,0.4283932,1.0
459,,reprichardhanna,,,,,,,,,,,,,,,,4.258835,13.179188,10.4365,,,1.05825,,
460,,reprichnugent,,,,,,,,,,,,,,,,,,,,,,,
461,,reproberthurt,,,,,,,,,,,,,,,0.9958475,-0.091158,1.0158665,,2.36364,,,0.851852,
462,,repsamfarr,,,,,,,,,,,,,,,-41.9162438571,-90.888035,-18.3665366667,-28.06575362,-7.37726616667,-13.4307516667,-11.5895033333,-2.476888,-37.468274
463,,repscottrigell,,,,,,,,,,,,,,,0.01143,3.8645325,1.367449,0.55051465,,1.916123,-5.71951e-05,,2.4242265
464,,repsteveisrael,,,,,,,,,,,,,,,-51.0455711667,-91.03824,-50.4255966667,-40.076849,-27.2631114,-51.41524,-7.96484133333,-41.8548,-38.5850675
465,,repstutzman,,,,,,,,,,,,,,,,,,,,,,,
466,,reptoddyoung,,,,,,,,,,,,,,,1.33452666667,5.62421275,3.0671,2.01617,0.97078,5.80135266667,0.989362,0.912281,
467,,repwestmoreland,,,,,,,,,,,,,,,1.4520978,9.113618,,0.929032,1.03478,1.552008,1.05825,,
468,,sen_joemanchin,,,,,,,,,,,,,,,-0.918747628,-0.879457671429,-0.9258795,-1.07639,-0.657059566667,-1.01521666667,,-1.762815,-1.03158
469,,senalexander,,,,,,,,,,,,,,,1.2705745,0.3722016,2.37096,5.66333333333,0.961795,1.08696,5.26568033333,9.56680366667,3.9345525
470,,senatorbaldwin,,,,,,,,,,,,,,,-18.7845085714,-22.1632031429,-22.7523094286,-19.223713,-3.78498483333,-11.6297216667,-10.53511,-7.6054532,-8.67325
471,,senatorcantwell,,,,,,,,,,,,,,,-42.5723183333,-8.84589666667,-3.72993766667,-21.85432,-10.628532,-18.030278,-17.871626,-9.65519666667,-17.863474
472,,senatorcardin,,,,,,,,,,,,,,,-8.692816,-4.9341826,-5.24167616667,-15.389205,-1.36532275,-8.17189833333,-9.316775,-5.43802285714,-9.632692
473,,senatorcarper,,,,,,,,,,,,,,,-38.9363833333,0.15367,-4.047725,-10.2278933333,-11.68786775,0.652402,-2.6037215,-1.83032,-2.4599655
474,,senatorcollins,,,,,,,,,,,,,,,,1.05226,1.380303,0.14090293,0.0,0.974138,0.863636,,1.13861
475,,senatordurbin,,,,,,,,,,,,,,,-29.6283928571,-29.3877883333,-3.2317105,-3.72352063333,-5.359328,-5.189545,-7.30508085714,-2.378870825,-6.442621
476,,senatorenzi,,,,,,,,,,,,,,,2.4914875,1.556405,2.42965333333,1.71432733333,1.983218,2.89788666667,4.5709515,1.5935,1.423668
477,,senatorfischer,,,,,,,,,,,,,,,3.75663316667,5.2602804,2.798815,3.001112,3.22024666667,,0.933992666667,4.40896124583,0.0788668333333
478,,senatorheitkamp,,,,,,,,,,,,,,,-8.98933257143,-18.08687,-0.90500025,-2.14021,-1.63064666667,-0.836949333333,-14.735149,-2.651522,-1.789495
479,,senatormenendez,,,,,,,,,,,,,,,-11.664095,-8.637506,-0.82984475,-19.8631466667,-1.79110333333,-16.889765,-13.5988375,-3.75403333333,-29.2327425
480,,senatorrisch,,,,,,,,,,,,,,,0.852349,1.9508175,2.5262015,,,1.08696,2.62413,5.7748075,1.33673
481,,senatorrounds,,,,,,,,,,,,,,,2.88976,-3.1945625,1.95747,0.58587,1.842355,4.51972,1.46385,1.40933366667,3.21113
482,,senatorshaheen,,,,,,,,,,,,,,,-26.9695901707,-15.7477271835,-2.19783,-2.15278,-3.06098,-2.29785205,-53.0742,,-3.8879284
483,,senatortester,,,,,,,,,,,,,,,-1.047010256,-18.217557652,-2.512975,-1.66174175,-0.972498125,4.511645,-2.10671916667,-0.125,-2.42563
484,,senatortomudall,,,,,,,,,,,,,,,-44.00378,-16.1137,-4.39086,-2.1436854,-6.593246,-0.9936168,-1.2177235,-2.81667,-1.421002325
485,,senatorwicker,,,,,,,,,,,,,,,3.311616,4.62742433333,1.8654875,13.706856,3.2985025,0.54124621,2.58152,2.91501275,16.7057866667
486,,senbillnelson,,,,,,,,,,,,,,,,,,-2.97313,,,,,
487,,senbobcasey,,,,,,,,,,,,,,,-19.9975066667,-4.65819,-1.2729415,-21.91895,-1.9442275,-3.82338666667,-12.6738597317,-7.01999,-36.6565
488,,senbobcorker,,,,,,,,,,,,,,,2.0968525,5.91175333333,2.7646356,4.465404,,1.81967,,1.74826,
489,,sencapito,,,,,,,,,,,,,,,6.745140904,1.93946142857,4.24871542857,1.931011468,2.2549311455,2.6684045,1.46312333333,9.88694333333,-3.701828
490,,sencoonsoffice,,,,,,,,,,,,,,,,,,,,,,,
491,,sencorygardner,,,,,,,,,,,,,,,5.0572666,1.988078,1.16126933333,3.10458333333,1.64564666667,,0.507937,0.8243,
492,,sendancoats,,,,,,,,,,,,,,,1.928316,1.221490825,,1.9417025,0.867233766667,3.387825,2.05875,1.81316266667,0.714777
493,,sendansullivan,,,,,,,,,,,,,,,0.6128665,3.59063366667,2.00654866667,1.266101,0.508405,1.04167,2.96808,37.3192,0.989691
494,,sendavidperdue,,,,,,,,,,,,,,,2.50876557143,5.71711,1.75778698333,4.863886,2.47193275,2.5619565,4.612465,1.76948683333,6.074925
495,,sendeanheller,,,,,,,,,,,,,,,2.96906333333,4.79915316667,4.14003833333,2.477304,3.061876,2.628315,4.8262825,11.48551466,11.3565296
496,,sendonnelly,,,,,,,,,,,,,,,-1.24402333333,0.460114571429,-1.84229,-6.1765076,-2.03095114286,-0.456892737143,-2.000039,-3.00304333333,-1.5825495
497,,senfeinstein,,,,,,,,,,,,,,,-22.06182,-39.3897,-7.2163675,-16.176455,-6.700642,-5.14094475,-19.0953303333,,-19.1840403333
498,,senfranken,,,,,,,,,,,,,,,0.17298,-29.1352833333,-1.06410914286,-20.468832,-6.640228,-22.4643975,-16.7294573333,-5.19713333333,-2.60836
499,,sengarypeters,,,,,,,,,,,,,,,-26.816004,-5.9575324,-4.8455865,-32.1779575,-2.2033912,-3.8836135,-0.905544,-4.06364666667,-1.167584
500,,sengillibrand,,,,,,,,,,,,,,,-3.49921833333,-9.24306,-6.73841333333,-15.6194283333,-7.45003166667,-21.6737973333,-18.842458,-7.48826833333,-21.0561157143
501,,senjackreed,,,,,,,,,,,,,,,-16.467005,-1.47561883333,-1.73504,-8.82790333333,-1.79233525,-2.513786,-18.7414833333,-3.11614666667,-6.627325
502,,senjeffmerkley,,,,,,,,,,,,,,,-28.9754483333,-26.059088,-6.19488666667,-13.0808183333,-6.3761802,-15.2047316667,-12.2031033333,-5.573892,-16.338904
503,,senjohnbarrasso,,,,,,,,,,,,,,,4.94289375,6.8251275,7.0798,5.47271333333,10.3478,12.068,,10.64325525,0.9948455
504,,senjoniernst,,,,,,,,,,,,,,,3.699435,4.20655,1.31246,1.07588625,0.591697,3.501122,1.003615,,
505,,senmarkey,,,,,,,,,,,,,,,-23.9655542857,-32.3732385714,-9.894866,-19.2790377333,-20.8923,-21.7112388,-10.6026016667,-4.87733,-11.7795322
506,,senorrinhatch,,,,,,,,,,,,,,,5.00944428571,11.0891685714,11.3367916667,11.1495028571,6.292435,5.26335166667,2.09324666667,19.990525,2.21462166667
507,,senpatroberts,,,,,,,,,,,,,,,4.02042516667,14.382158,3.2944895,2.294352325,2.42904,5.690237,3.76119832,21.0804666667,3.47871
508,,senronjohnson,,,,,,,,,,,,,,,3.96006375,3.0390168,2.271037,1.72652175,2.0318,,1.070808,0.8360224,1.1187978
509,,sensasse,,,,,,,,,,,,,,,3.460721694,3.01973,3.89831,-0.006542285,,,,11.9259,
510,,sensherrodbrown,,,,,,,,,,,,,,,-0.873145,-1.14148,-1.825096,-21.3501,-0.467001233333,0.422609,-16.6126786667,0.359652866667,-0.367748433333
511,,senstabenow,,,,,,,,,,,,,,,-63.2642207,-5.76666,-19.4640286667,-24.56805,-0.974929,-0.00416667,-1.0075165,-2.04545,
512,,sentedcruz,,,,,,,,,,,,,,,3.6942402,11.6878357143,9.690272,9.21747,3.985774,4.52719547614,2.4735025,13.884796,8.90401525
513,,senthadcochran,,,,,,,,,,,,,,,1.47371805,1.20924466667,4.049195,0.612929,-0.0241187,10.8463,,,0.0109799
514,,senthomtillis,,,,,,,,,,,,,,,-8.29187083333,7.01776333333,3.78693,-8.91075916667,8.99845142857,6.74467428571,6.1257,19.221848,3.88216228333
515,,sentomcotton,,,,,,,,,,,,,,,9.25909666667,18.984,5.86185571429,2.2139704,2.213375,5.598002,2.06388166667,17.3837833333,11.0704615714
516,,senwarren,,,,,,,,,,,,,,,-16.4723573667,-20.003685,,-9.44262,,,-2.296465,,
517,,senwhitehouse,,,,,,,,,,,,,,,-26.853336,-27.2744683333,-5.569098,-6.16086333333,-2.24604775,-9.1301285,-4.16576,-5.4757025,-2.09984375
518,,staceyplaskett,,,,,,,,,,,,,,,-74.4664,-64.3393,-21.4007,-3.61339,-14.520628,,,,-45.3449925
519,,stevedaines,,,,,,,,,,,,,,,0.614514,15.955496,3.19464633333,2.98832683333,1.9923725,1.18696533333,2.74124,,3.04465
520,,usrepdavidjolly,,,,,,,,,,,,,,,-8.07125,-7.5103775,,1.077513,1.84303666667,4.153915,1.68093,0.673365333333,1.02102810193
521,,usreprhinojosa,,,,,,,,,,,,,,,-4.53997,-2.240295,-5.79191,-28.12724,,,,-1.09615,
